street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_per_sqft
8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Residential,2008-05-16,243450,38.455753,-121.349273,136.08160983789827
16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Residential,2008-05-16,243500,38.674226,-121.525497,129.79744136460553
8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Residential,2008-05-16,246544,38.720767,-121.376678,199.63076923076923
4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Residential,2008-05-16,246750,38.70884,-121.359559,98.5423322683706
5118 ROBANDER ST,CARMICHAEL,95608,CA,3,2,1676,Residential,2008-05-16,247000,38.657267,-121.310352,147.37470167064438
5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Residential,2008-05-16,249000,38.708966,-121.32467,182.15069495245064
9247 DELAIR WAY,ELK GROVE,95758,CA,4,3,1899,Residential,2008-05-16,249000,38.422241,-121.458022,131.1216429699842
9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Residential,2008-05-16,250000,38.428852,-121.415628,152.8117359413203
3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Residential,2008-05-16,250000,38.627698,-121.369698,136.76148796498907
9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Residential,2008-05-16,252000,38.555633,-121.350691,175.24339360222532
8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Residential,2008-05-16,255000,38.442845,-121.373272,175.7408683666437
1890 GENEVA PL,SACRAMENTO,95825,CA,3,1,1520,Residential,2008-05-16,255000,38.599449,-121.400305,167.76315789473685
1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Residential,2008-05-16,255000,38.776649,-121.339589,169.32270916334662
191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Residential,2008-05-16,257200,38.675594,-121.515878,98.73320537428023
6221 GREEN TOP WAY,ORANGEVALE,95662,CA,3,2,1196,Residential,2008-05-16,260000,38.679409,-121.219107,217.3913043478261
2298 PRIMROSE LN,LINCOLN,95648,CA,3,2,1621,Residential,2008-05-16,260000,38.89918,-121.322514,160.39481801357186
5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Residential,2008-05-16,263500,38.679191,-121.537622,145.4997239094423
10165 LOFTON WAY,ELK GROVE,95757,CA,3,2,1540,Residential,2008-05-16,266510,38.387708,-121.436522,173.05844155844156
9949 NESTLING CIR,ELK GROVE,95757,CA,3,2,1543,Residential,2008-05-16,275000,38.397455,-121.468391,178.2242384964355
2915 HOLDREGE WAY,SACRAMENTO,95835,CA,5,3,2494,Residential,2008-05-16,276000,38.663728,-121.525833,110.66559743384121
2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Residential,2008-05-16,276500,38.844116,-121.274806,167.57575757575756
294 SPARROW DR,GALT,95632,CA,4,3,2214,Residential,2008-05-16,278000,38.258976,-121.321266,125.56458897922313
2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Residential,2008-05-16,279000,38.667332,-121.528276,122.36842105263158
6326 APPIAN WAY,CARMICHAEL,95608,CA,3,2,1443,Residential,2008-05-16,280000,38.66266,-121.316858,194.04019404019405
6905 COBALT WAY,CITRUS HEIGHTS,95621,CA,4,2,1582,Residential,2008-05-16,280000,38.691393,-121.305215,176.99115044247787
8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Residential,2008-05-16,285000,38.397923,-121.450219,153.47334410339258
2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Residential,2008-05-16,288000,38.417191,-121.473897,165.9942363112392
10133 NEBBIOLO CT,ELK GROVE,95624,CA,4,3,2096,Residential,2008-05-16,289000,38.391085,-121.347231,137.88167938931298
1103 COMMONS DR,SACRAMENTO,95825,CA,3,2,1720,Residential,2008-05-16,290000,38.567865,-121.410699,168.6046511627907
4636 TEAL BAY CT,ANTELOPE,95843,CA,4,2,2160,Residential,2008-05-16,290000,38.704554,-121.354753,134.25925925925927
1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Residential,2008-05-16,293996,38.644927,-121.43054,212.73227206946456
8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Residential,2008-05-16,294173,38.450548,-121.363002,170.931435212086
5747 KING RD,LOOMIS,95650,CA,4,2,1328,Residential,2008-05-16,295000,38.825096,-121.198432,222.13855421686748
9204 TROUT WAY,ELK GROVE,95624,CA,4,2,1982,Residential,2008-05-16,298000,38.422221,-121.375799,150.3531786074672
1828 2ND AVE,SACRAMENTO,95818,CA,2,1,1144,Residential,2008-05-16,299000,38.556844,-121.490769,261.3636363636364
1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Residential,2008-05-16,300000,38.567795,-121.410703,184.84288354898337
2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Residential,2008-05-16,300000,38.905927,-120.975169,205.9025394646534
9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Residential,2008-05-16,300000,38.404505,-121.346938,117.41682974559687
5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Residential,2008-05-16,300567,38.800539,-121.260979,190.59416613823717
5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Residential,2008-05-16,303000,38.38912,-121.434389,116.89814814814815
8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Residential,2008-05-16,305000,38.715493,-121.26293,217.70164168451106
2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Residential,2008-05-16,310000,38.618369,-121.326187,206.39147802929426
1356 HARTLEY WAY,FOLSOM,95630,CA,3,2,1327,Residential,2008-05-16,310000,38.651617,-121.131674,233.60964581763375
633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Residential,2008-05-16,310000,38.76349,-121.275881,172.22222222222223
63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Residential,2008-05-16,311518,38.490408,-121.547664,143.62286768095896
1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Residential,2008-05-16,312000,38.844144,-121.274174,126.98412698412699
5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Residential,2008-05-16,315000,38.668289,-121.192316,157.18562874251498
652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Residential,2008-05-16,315000,38.775872,-121.298864,142.40506329113924
7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Residential,2008-05-16,315000,38.711927,-121.343608,100.51052967453734
4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Residential,2008-05-16,315000,38.606569,-121.368424,231.61764705882354
5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Residential,2008-05-16,320000,38.525115,-121.518689,250.78369905956112
3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Residential,2008-05-16,322000,38.64977,-121.53448,108.7103308575287
2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Residential,2008-05-16,325000,38.82273,-121.26424,172.13983050847457
1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Residential,2008-05-16,328370,38.290119,-121.286023,212.12532299741602
3349 CORVINA DR,RANCHO CORDOVA,95670,CA,4,3,2109,Residential,2008-05-16,330000,38.580545,-121.279016,156.47226173541964
10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Residential,2008-05-16,331200,38.56803,-121.309966,133.33333333333334
149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Residential,2008-05-16,332000,38.6354,-121.53499,147.0327723649247
580 REGENCY PARK CIR,SACRAMENTO,95835,CA,3,3,2212,Residential,2008-05-16,334000,38.674864,-121.4958,150.99457504520797
5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Residential,2008-05-16,335000,38.667703,-121.209456,207.3019801980198
5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Residential,2008-05-16,341000,38.66841,-121.494639,143.76053962900505
5725 BALFOR RD,ROCKLIN,95765,CA,5,3,2606,Residential,2008-05-16,346375,38.807816,-121.270008,132.91442824251726
4821 HUTSON WAY,ELK GROVE,95757,CA,5,3,2877,Residential,2008-05-16,349000,38.386239,-121.448159,121.30691692735488
4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Residential,2008-05-16,350000,38.709513,-121.359357,118.24324324324324
6709 ROSE BRIDGE DR,ROSEVILLE,95678,CA,3,2,2172,Residential,2008-05-16,350000,38.792461,-121.275711,161.14180478821362
281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Condo,2008-05-16,350000,38.762153,-121.283451,166.66666666666666
7709 RIVER VILLAGE DR,SACRAMENTO,95831,CA,3,2,1795,Residential,2008-05-16,351000,38.483212,-121.54019,195.5431754874652
506 BEDFORD CT,ROSEVILLE,95661,CA,4,2,2295,Residential,2008-05-16,360000,38.733985,-121.236766,156.86274509803923
9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Residential,2008-05-16,367463,38.792493,-121.331899,142.593325572371
14004 WALNUT AVE,WALNUT GROVE,95690,CA,3,1,1727,Residential,2008-05-16,380000,38.247659,-121.515129,220.03474232773596
6905 FRANKFORT CT,ELK GROVE,95758,CA,3,2,1485,Residential,2008-05-16,380578,38.429139,-121.423444,256.2814814814815
3621 WINTUN DR,CARMICHAEL,95608,CA,3,2,1655,Residential,2008-05-16,386222,38.629929,-121.323086,233.3667673716012
1975 SIDESADDLE WAY,ROSEVILLE,95661,CA,3,2,2049,Residential,2008-05-16,395500,38.737872,-121.249025,193.0209858467545
9677 PILLITERI CT,ELK GROVE,95757,CA,5,3,2875,Residential,2008-05-16,397000,38.405571,-121.445186,138.08695652173913
556 PLATT CIR,EL DORADO HILLS,95762,CA,4,2,2199,Residential,2008-05-16,400000,38.656299,-121.079783,181.90086402910413
1124 PERKINS WAY,SACRAMENTO,95818,CA,2,1,1304,Residential,2008-05-16,413500,38.551611,-121.504437,317.10122699386505
4748 SALEM WAY,CARMICHAEL,95608,CA,3,2,2334,Residential,2008-05-16,415000,38.634111,-121.353376,177.8063410454156
1484 RADCLIFFE WAY,AUBURN,95603,CA,4,3,2278,Residential,2008-05-16,420454,38.935579,-121.079018,184.57155399473223
51 AIKEN WAY,SACRAMENTO,95819,CA,3,1,1493,Residential,2008-05-16,425000,38.579326,-121.44252,284.6617548559946
700 HUNTER PL,FOLSOM,95630,CA,5,3,2787,Residential,2008-05-16,441000,38.66051,-121.163689,158.2346609257266
1240 FAY CIR,SACRAMENTO,95831,CA,5,3,2824,Residential,2008-05-16,445000,38.506371,-121.514456,157.57790368271955
1113 SANDWICK WAY,FOLSOM,95630,CA,4,3,3261,Residential,2008-05-16,446000,38.673882,-121.105077,136.7678626188286
3108 DELWOOD WAY,SACRAMENTO,95821,CA,4,2,2053,Residential,2008-05-16,450000,38.621566,-121.370882,219.19142717973696
601 REGGINALD WAY,SACRAMENTO,95838,CA,3,2,1092,Residential,2008-05-15,85500,38.64472,-121.452228,78.2967032967033
550 DEL VERDE CIR,SACRAMENTO,95833,CA,2,1,956,Condo,2008-05-15,92000,38.627147,-121.500799,96.23430962343096
4113 DAYSTAR CT,SACRAMENTO,95824,CA,2,2,1139,Residential,2008-05-15,93600,38.520469,-121.458606,82.17734855136084
7374 TISDALE WAY,SACRAMENTO,95822,CA,3,1,1058,Residential,2008-05-15,95000,38.488238,-121.472561,89.79206049149339
3348 RIO LINDA BLVD,SACRAMENTO,95838,CA,3,2,1040,Residential,2008-05-15,97750,38.628842,-121.446127,93.99038461538461
3935 LIMESTONE WAY,SACRAMENTO,95823,CA,3,2,1354,Residential,2008-05-15,104000,38.484374,-121.463157,76.80945347119645
6208 GRATTAN WAY,NORTH HIGHLANDS,95660,CA,3,1,1051,Residential,2008-05-15,105000,38.679279,-121.376615,99.90485252140819
739 E WOODSIDE LN Unit E,SACRAMENTO,95825,CA,1,1,682,Condo,2008-05-15,107666,38.578675,-121.409951,157.86803519061584
4225 46TH AVE,SACRAMENTO,95824,CA,3,1,1161,Residential,2008-05-15,109000,38.511893,-121.457676,93.88458225667527
1434 BELL AVE,SACRAMENTO,95838,CA,3,1,1004,Residential,2008-05-15,110000,38.647398,-121.432914,109.56175298804781
5628 GEORGIA DR,NORTH HIGHLANDS,95660,CA,3,1,1229,Residential,2008-05-15,110000,38.669587,-121.379879,89.50366151342556
7629 BETH ST,SACRAMENTO,95832,CA,3,2,1249,Residential,2008-05-15,112500,38.480126,-121.487869,90.07205764611689
2277 BABETTE WAY,SACRAMENTO,95832,CA,3,2,1161,Residential,2008-05-15,114800,38.479593,-121.48434,98.88027562446167
6561 WEATHERFORD WAY,SACRAMENTO,95823,CA,3,1,1010,Residential,2008-05-15,116000,38.465551,-121.42661,114.85148514851485
5136 CABOT CIR,SACRAMENTO,95820,CA,4,2,1462,Residential,2008-05-15,121500,38.528479,-121.411806,83.10533515731875
7730 ROBINETTE RD,SACRAMENTO,95828,CA,3,2,1269,Residential,2008-05-15,122000,38.47709,-121.410569,96.13869188337273
87 LACAM CIR,SACRAMENTO,95820,CA,2,2,1188,Residential,2008-05-15,123675,38.532359,-121.41167,104.10353535353535
1691 NOGALES ST,SACRAMENTO,95838,CA,4,2,1570,Residential,2008-05-15,126854,38.631925,-121.427775,80.79872611464968
3118 42ND ST,SACRAMENTO,95817,CA,3,2,1093,Residential,2008-05-15,127059,38.546091,-121.457745,116.24794144556267
7517 50TH AVE,SACRAMENTO,95828,CA,3,1,962,Residential,2008-05-15,128687,38.507339,-121.416267,133.77027027027026
4071 EVALITA WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-15,129500,38.466388,-121.458861,118.91643709825529
7928 36TH AVE,SACRAMENTO,95824,CA,3,2,1127,Residential,2008-05-15,130000,38.52049,-121.411383,115.35048802129548
6631 DEMARET DR,SACRAMENTO,95822,CA,4,2,1309,Residential,2008-05-15,131750,38.506382,-121.483574,100.64935064935065
7043 9TH AVE,RIO LINDA,95673,CA,2,1,970,Residential,2008-05-15,132000,38.695589,-121.444133,136.08247422680412
97 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Residential,2008-05-15,134000,38.462376,-121.426556,117.13286713286713
2636 TRONERO WAY,RANCHO CORDOVA,95670,CA,3,1,1000,Residential,2008-05-15,134000,38.593049,-121.30304,134.0
3604 KODIAK WAY,ANTELOPE,95843,CA,3,2,1206,Residential,2008-05-15,142000,38.706175,-121.379776,117.74461028192371
2149 COTTAGE WAY,SACRAMENTO,95825,CA,3,1,1285,Residential,2008-05-15,143012,38.603593,-121.417011,111.29338521400778
8632 PRAIRIEWOODS DR,SACRAMENTO,95828,CA,3,2,1543,Residential,2008-05-15,145846,38.477563,-121.384382,94.52106286454958
612 STONE BLVD,WEST SACRAMENTO,95691,CA,2,1,884,Residential,2008-05-15,147000,38.563084,-121.535579,166.289592760181
4180 12TH AVE,SACRAMENTO,95817,CA,3,1,1019,Residential,2008-05-15,148750,38.54117,-121.458129,145.97644749754662
8025 ARROYO VISTA DR,SACRAMENTO,95823,CA,4,2,1392,Residential,2008-05-15,150000,38.46654,-121.419029,107.75862068965517
5754 WALERGA RD Unit 4,SACRAMENTO,95842,CA,2,1,924,Condo,2008-05-15,150454,38.672567,-121.356754,162.82900432900433
8 LA ROCAS CT,SACRAMENTO,95823,CA,3,2,1217,Residential,2008-05-15,151087,38.46616,-121.448283,124.14708299096138
8636 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1670,Residential,2008-05-15,157296,38.725873,-121.35856,94.18922155688622
1941 EXPEDITION WAY,SACRAMENTO,95832,CA,3,2,1302,Residential,2008-05-15,157500,38.473775,-121.493777,120.96774193548387
4351 TURNBRIDGE DR,SACRAMENTO,95823,CA,3,2,1488,Residential,2008-05-15,160000,38.502034,-121.456027,107.52688172043011
6513 HOLIDAY WAY,NORTH HIGHLANDS,95660,CA,3,2,1373,Residential,2008-05-15,160000,38.685361,-121.376938,116.53313911143482
8321 MISTLETOE WAY,CITRUS HEIGHTS,95621,CA,4,2,1381,Residential,2008-05-15,161250,38.717738,-121.308322,116.7632150615496
5920 VALLEY GLEN WAY,SACRAMENTO,95823,CA,3,2,1265,Residential,2008-05-15,164000,38.462821,-121.433135,129.64426877470356
2601 SAN FERNANDO WAY,SACRAMENTO,95818,CA,2,1,881,Residential,2008-05-15,165000,38.556178,-121.476256,187.2871736662883
8008 SAINT HELENA CT,SACRAMENTO,95829,CA,4,2,1608,Residential,2008-05-15,165750,38.467012,-121.359969,103.07835820895522
6517 DONEGAL DR,CITRUS HEIGHTS,95621,CA,3,1,1344,Residential,2008-05-15,166000,38.681554,-121.312934,123.51190476190476
1001 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1202,Residential,2008-05-15,169000,38.634292,-121.485106,140.59900166389352
604 P ST,LINCOLN,95648,CA,3,2,1104,Residential,2008-05-15,170000,38.893168,-121.305398,153.9855072463768
7351 GIGI PL,SACRAMENTO,95828,CA,4,2,1859,Multi-Family,2008-05-15,170000,38.490606,-121.410173,91.4470145239376
7740 DIXIE LOU ST,SACRAMENTO,95832,CA,3,2,1232,Residential,2008-05-15,170000,38.475853,-121.477039,137.98701298701297
7342 DAVE ST,SACRAMENTO,95828,CA,3,1,1638,Residential,2008-05-15,170725,38.490822,-121.401643,104.22771672771673
7687 HOWERTON DR,SACRAMENTO,95831,CA,2,2,1177,Residential,2008-05-15,171750,38.480859,-121.539745,145.92183517417163
26 KAMSON CT,SACRAMENTO,95833,CA,3,2,1582,Residential,2008-05-15,172000,38.622794,-121.499173,108.72313527180783
7045 PEEVEY CT,SACRAMENTO,95823,CA,2,2,904,Residential,2008-05-15,173056,38.502254,-121.451444,191.43362831858408
8916 GABLES MILL PL,ELK GROVE,95758,CA,3,2,1340,Residential,2008-05-15,174000,38.433919,-121.422347,129.8507462686567
1140 EDMONTON DR,SACRAMENTO,95833,CA,3,2,1204,Residential,2008-05-15,174250,38.62457,-121.486913,144.72591362126246
8879 APPLE PEAR CT,ELK GROVE,95624,CA,4,2,1477,Residential,2008-05-15,176850,38.44574,-121.3725,119.73595125253892
9 WIND CT,SACRAMENTO,95823,CA,4,2,1497,Residential,2008-05-15,179500,38.45073,-121.427528,119.90647962591851
8570 SHERATON DR,FAIR OAKS,95628,CA,3,1,960,Residential,2008-05-15,185000,38.667254,-121.240708,192.70833333333334
1080 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1428,Residential,2008-05-15,188700,38.634335,-121.486098,132.14285714285714
5501 VALLETTA WAY,SACRAMENTO,95820,CA,3,1,1039,Residential,2008-05-15,189000,38.530144,-121.43749,181.90567853705485
5624 MEMORY LN,FAIR OAKS,95628,CA,3,1,1529,Residential,2008-05-15,189000,38.66745,-121.2364,123.61020274689339
6622 WILLOWLEAF DR,CITRUS HEIGHTS,95621,CA,4,3,1892,Residential,2008-05-15,189836,38.699714,-121.311635,100.33615221987316
27 MEGAN CT,SACRAMENTO,95838,CA,4,2,1887,Residential,2008-05-15,190000,38.649258,-121.465308,100.68892421833598
6601 WOODMORE OAKS DR,ORANGEVALE,95662,CA,3,2,1294,Residential,2008-05-15,191250,38.687006,-121.254319,147.79752704791343
1973 DANVERS WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,2008-05-15,191675,38.477568,-121.492574,117.01770451770452
8001 ARROYO VISTA DR,SACRAMENTO,95823,CA,3,2,1677,Residential,2008-05-15,195500,38.46734,-121.419843,116.57722122838402
7409 VOYAGER WAY,CITRUS HEIGHTS,95621,CA,3,1,1073,Residential,2008-05-15,198000,38.700717,-121.3133,184.52935694315005
815 CROSSWIND DR,SACRAMENTO,95838,CA,3,2,1231,Residential,2008-05-15,200000,38.651386,-121.45042,162.46953696181967
5509 LAGUNA CREST WAY,ELK GROVE,95758,CA,3,2,1175,Residential,2008-05-15,200000,38.42442,-121.440357,170.2127659574468
8424 MERRY HILL WAY,ELK GROVE,95624,CA,3,2,1416,Residential,2008-05-15,200000,38.452075,-121.366461,141.24293785310735
5954 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1358,Residential,2008-05-15,201528,38.68197,-121.500025,148.40058910162003
8789 SEQUOIA WOOD CT,ELK GROVE,95624,CA,4,2,1609,Residential,2008-05-15,204750,38.438818,-121.37443,127.25295214418894
6600 SILVERTHORNE CIR,SACRAMENTO,95842,CA,4,3,1968,Residential,2008-05-15,205000,38.68607,-121.342369,104.16666666666667
2221 2ND AVE,SACRAMENTO,95818,CA,2,2,1089,Residential,2008-05-15,205000,38.555781,-121.485331,188.24609733700643
3230 SMATHERS WAY,CARMICHAEL,95608,CA,3,2,1296,Residential,2008-05-15,205900,38.623372,-121.347665,158.87345679012347
5209 LAGUNA CREST WAY,ELK GROVE,95758,CA,2,2,1189,Residential,2008-05-15,207000,38.424421,-121.443915,174.09587888982338
416 LEITCH AVE,SACRAMENTO,95815,CA,2,1,795,Residential,2008-05-15,207973,38.612694,-121.456669,261.60125786163525
2100 BEATTY WAY,ROSEVILLE,95747,CA,3,2,1371,Residential,2008-05-15,208250,38.737882,-121.308142,151.89642596644785
6920 GILLINGHAM WAY,NORTH HIGHLANDS,95660,CA,3,1,1310,Residential,2008-05-15,208318,38.694279,-121.373395,159.02137404580154
82 WILDFLOWER DR,GALT,95632,CA,3,2,1262,Residential,2008-05-15,209347,38.259708,-121.311616,165.8851030110935
8652 BANTON CIR,ELK GROVE,95624,CA,4,2,1740,Residential,2008-05-15,211500,38.444,-121.370993,121.55172413793103
8428 MISTY PASS WAY,ANTELOPE,95843,CA,3,2,1517,Residential,2008-05-15,212000,38.722959,-121.347115,139.74950560316415
7958 ROSEVIEW WAY,SACRAMENTO,95828,CA,3,2,1450,Residential,2008-05-15,213000,38.467836,-121.410366,146.89655172413794
9020 LUKEN CT,ELK GROVE,95624,CA,3,2,1416,Residential,2008-05-15,216000,38.451398,-121.366614,152.54237288135593
7809 VALLECITOS WAY,SACRAMENTO,95828,CA,3,1,888,Residential,2008-05-15,216021,38.508217,-121.411207,243.2668918918919
8445 OLD AUBURN RD,CITRUS HEIGHTS,95610,CA,3,2,1882,Residential,2008-05-15,219000,38.715423,-121.246743,116.36556854410202
10085 ATKINS DR,ELK GROVE,95757,CA,3,2,1302,Residential,2008-05-15,219794,38.390893,-121.437821,168.8125960061444
9185 CERROLINDA CIR,ELK GROVE,95758,CA,3,2,1418,Residential,2008-05-15,220000,38.424497,-121.426595,155.148095909732
5429 HESPER WAY,CARMICHAEL,95608,CA,4,2,1319,Residential,2008-05-15,220000,38.665104,-121.315901,166.79302501895376
1178 WARMWOOD CT,GALT,95632,CA,4,2,1770,Residential,2008-05-15,220000,38.289544,-121.284607,124.29378531073446
4900 ELUDE CT,SACRAMENTO,95842,CA,4,2,1627,Residential,2008-05-15,223000,38.69674,-121.350519,137.0620774431469
3528 SAINT GEORGE DR,SACRAMENTO,95821,CA,3,1,1040,Residential,2008-05-15,224000,38.629468,-121.376445,215.3846153846154
7381 WASHBURN WAY,NORTH HIGHLANDS,95660,CA,3,1,960,Residential,2008-05-15,224252,38.70355,-121.375103,233.59583333333333
7540 HICKORY AVE,ORANGEVALE,95662,CA,3,1,1456,Residential,2008-05-15,225000,38.703056,-121.235221,154.53296703296704
5024 CHAMBERLIN CIR,ELK GROVE,95757,CA,3,2,1450,Residential,2008-05-15,228000,38.389756,-121.446246,157.24137931034483
2400 INVERNESS DR,LINCOLN,95648,CA,3,2,1358,Residential,2008-05-15,229027,38.897814,-121.324691,168.65022091310752
5 BISHOPGATE CT,SACRAMENTO,95823,CA,4,2,1329,Residential,2008-05-15,229500,38.467936,-121.445477,172.686230248307
5601 REXLEIGH DR,SACRAMENTO,95823,CA,4,2,1715,Residential,2008-05-15,230000,38.445342,-121.441504,134.11078717201167
1909 YARNELL WAY,ELK GROVE,95758,CA,3,2,1262,Residential,2008-05-15,230000,38.417382,-121.484325,182.25039619651346
9169 GARLINGTON CT,SACRAMENTO,95829,CA,4,3,2280,Residential,2008-05-15,232425,38.457679,-121.35962,101.9407894736842
6932 RUSKUT WAY,SACRAMENTO,95823,CA,3,2,1477,Residential,2008-05-15,234000,38.499893,-121.45889,158.42924847664185
7933 DAFFODIL WAY,CITRUS HEIGHTS,95610,CA,3,2,1216,Residential,2008-05-15,235000,38.708824,-121.256803,193.2565789473684
8304 RED FOX WAY,ELK GROVE,95758,CA,4,2,1685,Residential,2008-05-15,235301,38.417,-121.397424,139.6445103857567
3882 YELLOWSTONE LN,EL DORADO HILLS,95762,CA,3,2,1362,Residential,2008-05-15,235738,38.655245,-121.075915,173.08223201174744
